,burglary,common assault,larceny,robbery - street,auto theft,agg. assault,larceny from auto,shooting,robbery - residence,robbery - commercial,arson,homicide,robbery - carjacking,rape
2016-09-19,,11,39,17,16,10,18,0,0,0,1.0,1.0,1.0,3.0
2016-09-20,,24,34,7,9,8,27,1,0,5,0.0,0.0,1.0,1.0
2016-09-21,,27,33,8,11,11,23,0,1,2,1.0,2.0,2.0,1.0
2016-09-22,,32,30,23,8,19,25,4,0,6,1.0,0.0,2.0,0.0
2016-09-23,,22,26,19,22,18,21,2,1,2,1.0,1.0,1.0,3.0
2016-09-24,,26,30,10,15,35,31,11,4,1,0.0,1.0,1.0,1.0
2016-09-25,,21,27,8,9,30,26,5,1,1,0.0,2.0,1.0,1.0
2016-09-26,,20,24,10,11,13,22,0,0,4,1.0,0.0,0.0,0.0
2016-09-27,,21,32,10,13,18,23,3,1,3,3.0,1.0,2.0,0.0
2016-09-28,,15,35,7,17,13,27,1,1,3,1.0,0.0,0.0,0.0
2016-09-29,,18,28,7,15,5,18,0,1,5,3.0,0.0,0.0,0.0
2016-09-30,,23,43,19,12,17,24,2,4,2,0.0,0.0,2.0,0.0
2016-10-01,,19,39,7,18,12,21,0,1,3,1.0,0.0,0.0,3.0
2016-10-02,,25,33,17,13,12,21,2,2,2,1.0,2.0,2.0,0.0
2016-10-03,,21,31,12,20,13,15,2,1,1,1.0,2.0,1.0,1.0
2016-10-04,,21,32,17,7,12,12,1,0,2,1.0,2.0,2.0,0.0
2016-10-05,,29,38,15,14,15,12,3,0,2,1.0,0.0,1.0,1.0
2016-10-06,,27,29,6,6,7,19,3,4,0,3.0,1.0,2.0,0.0
2016-10-07,,33,30,25,14,13,22,2,3,1,1.0,0.0,1.0,2.0
2016-10-08,,29,20,7,15,21,24,0,0,3,2.0,0.0,0.0,3.0
2016-10-09,,26,21,9,18,15,25,5,3,4,3.0,1.0,1.0,2.0
2016-10-10,,17,32,10,19,15,21,1,2,0,4.0,3.0,1.0,1.0
2016-10-11,,26,32,13,11,16,16,3,2,3,0.0,2.0,1.0,1.0
2016-10-12,,28,34,11,11,14,11,1,1,3,0.0,2.0,1.0,2.0
2016-10-13,,19,30,10,15,14,24,2,1,1,2.0,1.0,2.0,1.0
2016-10-14,,23,34,14,15,14,16,1,0,4,1.0,0.0,1.0,1.0
2016-10-15,,26,32,10,21,28,14,3,6,1,1.0,1.0,2.0,1.0
2016-10-16,,24,29,10,14,8,27,2,1,3,0.0,2.0,4.0,0.0
2016-10-17,,19,33,25,22,21,24,3,1,1,0.0,0.0,2.0,0.0
2016-10-18,,28,37,7,12,14,25,3,4,3,1.0,1.0,0.0,1.0
2016-10-19,,24,37,17,22,8,51,0,0,4,0.0,1.0,0.0,0.0
2016-10-20,,23,43,21,15,16,20,2,0,2,1.0,0.0,1.0,2.0
2016-10-21,,21,35,12,17,16,24,2,2,4,2.0,1.0,0.0,1.0
2016-10-22,,21,23,12,16,13,19,0,1,1,0.0,1.0,1.0,1.0
2016-10-23,,27,25,16,18,15,31,1,0,1,1.0,0.0,3.0,0.0
2016-10-24,,29,28,14,19,14,19,2,1,2,0.0,3.0,0.0,1.0
2016-10-25,,30,33,12,16,16,31,1,1,5,0.0,0.0,0.0,0.0
2016-10-26,,17,29,10,14,16,27,2,1,2,0.0,1.0,3.0,1.0
2016-10-27,,22,29,10,14,12,29,1,2,1,1.0,0.0,1.0,1.0
2016-10-28,,21,30,12,24,17,26,1,3,4,1.0,1.0,0.0,1.0
2016-10-29,,22,25,13,11,17,21,1,3,2,1.0,1.0,0.0,3.0
2016-10-30,,23,34,15,23,15,26,2,3,3,0.0,1.0,4.0,1.0
2016-10-31,,25,38,27,16,12,32,0,6,5,0.0,0.0,8.0,2.0
2016-11-01,,36,32,14,21,16,28,4,2,1,3.0,0.0,0.0,4.0
2016-11-02,,18,35,22,15,14,17,1,1,2,0.0,0.0,3.0,0.0
2016-11-03,,29,30,13,18,14,25,1,2,3,0.0,0.0,1.0,1.0
2016-11-04,,27,43,11,13,16,13,0,4,6,1.0,1.0,0.0,1.0
2016-11-05,,30,21,21,11,15,19,3,0,2,1.0,1.0,3.0,0.0
2016-11-06,,24,38,20,11,7,22,2,2,1,0.0,0.0,4.0,1.0
2016-11-07,,19,32,21,12,7,25,2,2,3,0.0,1.0,1.0,0.0
2016-11-08,,13,32,5,11,20,14,3,1,2,1.0,1.0,0.0,0.0
2016-11-09,,18,28,9,15,11,14,2,2,4,2.0,2.0,0.0,0.0
2016-11-10,,13,32,14,16,6,20,0,2,1,1.0,0.0,2.0,0.0
2016-11-11,,26,35,10,10,25,16,2,2,1,0.0,2.0,3.0,0.0
2016-11-12,,26,22,14,7,10,25,0,0,5,0.0,0.0,2.0,0.0
2016-11-13,,20,17,6,13,13,31,3,0,0,0.0,0.0,2.0,0.0
2016-11-14,,18,30,7,16,13,22,0,0,4,0.0,0.0,0.0,2.0
2016-11-15,,14,33,13,14,17,29,3,1,1,0.0,3.0,2.0,1.0
2016-11-16,,26,29,17,18,22,17,0,1,7,0.0,0.0,3.0,0.0
2016-11-17,,36,26,10,13,21,18,0,4,4,0.0,2.0,4.0,1.0
2016-11-18,,29,31,7,14,12,24,0,0,3,2.0,1.0,4.0,1.0
2016-11-19,,26,19,12,17,14,12,2,0,6,1.0,3.0,3.0,0.0
2016-11-20,,17,18,12,15,14,18,1,1,2,1.0,2.0,0.0,2.0
2016-11-21,,17,30,6,15,12,23,2,0,4,3.0,1.0,7.0,0.0
2016-11-22,,29,30,16,11,13,30,1,0,3,2.0,1.0,3.0,1.0
2016-11-23,,18,27,12,8,8,32,1,0,4,0.0,3.0,2.0,0.0
2016-11-24,,23,19,12,8,17,15,0,0,2,0.0,0.0,1.0,1.0
2016-11-25,,21,20,15,11,17,15,4,2,3,1.0,1.0,1.0,1.0
2016-11-26,,17,23,7,12,14,16,2,3,1,1.0,0.0,3.0,0.0
2016-11-27,,14,24,17,17,13,16,2,1,1,1.0,0.0,0.0,1.0
2016-11-28,,19,40,16,13,16,37,0,2,8,4.0,0.0,3.0,2.0
2016-11-29,,19,39,20,18,17,27,0,2,4,0.0,1.0,1.0,0.0
2016-11-30,,18,28,12,13,12,17,5,0,5,0.0,4.0,2.0,1.0
2016-12-01,,34,45,15,11,16,16,1,3,1,0.0,0.0,1.0,0.0
2016-12-02,,26,27,21,12,14,23,1,1,6,1.0,2.0,2.0,0.0
2016-12-03,,20,32,7,13,14,15,4,1,5,0.0,0.0,0.0,2.0
2016-12-04,,27,28,17,4,10,14,0,5,5,0.0,3.0,0.0,0.0
2016-12-05,,26,32,9,14,17,19,2,2,0,0.0,1.0,0.0,3.0
2016-12-06,,35,28,5,6,6,16,1,1,4,0.0,0.0,0.0,1.0
2016-12-07,,14,32,15,11,11,26,1,0,3,1.0,0.0,0.0,1.0
2016-12-08,,13,36,8,11,30,18,0,1,2,1.0,0.0,4.0,0.0
2016-12-09,,22,26,1,9,8,16,0,4,3,1.0,1.0,0.0,0.0
2016-12-10,,22,26,13,12,6,13,0,1,4,2.0,2.0,0.0,2.0
2016-12-11,,21,29,6,5,27,16,8,4,3,0.0,0.0,0.0,0.0
2016-12-12,,14,27,11,11,7,14,0,4,8,1.0,0.0,0.0,0.0
2016-12-13,,22,39,19,20,20,22,2,0,2,0.0,2.0,0.0,1.0
2016-12-14,,23,39,8,12,12,13,0,0,1,0.0,1.0,1.0,0.0
2016-12-15,,19,40,8,7,11,12,4,1,1,0.0,2.0,0.0,0.0
2016-12-16,,22,29,9,14,6,17,1,0,2,0.0,2.0,0.0,0.0
2016-12-17,,22,15,5,8,9,8,0,1,0,0.0,0.0,0.0,0.0
2016-12-18,,20,22,8,13,20,15,4,0,1,0.0,0.0,2.0,0.0
2016-12-19,,12,30,14,11,19,12,1,2,6,2.0,3.0,2.0,0.0
2016-12-20,,23,30,12,25,21,23,9,0,1,1.0,2.0,1.0,0.0
2016-12-21,,24,33,8,14,9,26,0,6,3,0.0,0.0,1.0,0.0
2016-12-22,,26,29,11,19,13,19,0,2,4,0.0,2.0,0.0,3.0
2016-12-23,,22,33,12,10,13,20,2,6,5,0.0,1.0,3.0,0.0
2016-12-24,,20,20,6,12,19,20,1,0,3,2.0,0.0,2.0,1.0
2016-12-25,,24,16,6,9,10,21,2,9,2,1.0,2.0,1.0,0.0
2016-12-26,,22,17,10,15,10,9,0,4,5,1.0,0.0,1.0,0.0
2016-12-27,,28,28,8,16,18,23,3,0,5,0.0,0.0,0.0,2.0
2016-12-28,,26,33,14,17,19,17,4,2,2,0.0,1.0,1.0,2.0
2016-12-29,,27,25,8,20,3,13,1,1,4,1.0,0.0,0.0,1.0
2016-12-30,,21,19,10,19,8,9,0,1,1,1.0,0.0,0.0,0.0
2016-12-31,,16,26,16,7,17,12,2,2,7,0.0,1.0,2.0,0.0
2017-01-01,,29,31,14,11,26,12,2,0,0,0.0,2.0,3.0,6.0
2017-01-02,,20,27,13,20,12,19,1,3,4,0.0,0.0,1.0,1.0
2017-01-03,,13,29,9,13,12,20,2,0,1,2.0,1.0,0.0,1.0
2017-01-04,,24,34,5,19,16,13,0,1,5,1.0,2.0,2.0,0.0
2017-01-05,,32,28,11,15,9,18,1,1,3,0.0,0.0,2.0,1.0
2017-01-06,,23,26,4,20,10,13,1,0,0,2.0,0.0,4.0,0.0
2017-01-07,,16,32,9,13,13,14,0,1,4,2.0,1.0,1.0,1.0
2017-01-08,,14,16,6,9,15,10,6,1,4,0.0,0.0,2.0,1.0
2017-01-09,,16,18,6,19,13,14,1,1,6,0.0,1.0,3.0,1.0
2017-01-10,,20,28,16,22,16,19,2,1,7,1.0,2.0,5.0,2.0
2017-01-11,,19,29,13,31,13,17,0,3,4,2.0,0.0,1.0,1.0
2017-01-12,,27,33,10,28,23,26,2,1,1,1.0,2.0,0.0,1.0
2017-01-13,,28,24,9,12,22,16,4,2,2,0.0,1.0,1.0,3.0
2017-01-14,,17,13,14,19,10,16,1,1,2,0.0,0.0,1.0,0.0
2017-01-15,,22,20,18,14,15,9,2,1,3,0.0,2.0,2.0,0.0
2017-01-16,,18,25,11,15,15,21,0,1,7,1.0,0.0,2.0,2.0
2017-01-17,,17,25,16,16,23,30,2,2,11,0.0,0.0,2.0,1.0
2017-01-18,,13,34,17,9,7,26,1,1,2,0.0,0.0,0.0,0.0
2017-01-19,,18,32,14,12,21,25,4,2,2,0.0,2.0,2.0,0.0
2017-01-20,,24,47,19,21,22,31,4,1,3,1.0,2.0,3.0,1.0
2017-01-21,,24,22,16,17,18,17,3,1,9,1.0,0.0,4.0,1.0
2017-01-22,,26,18,11,12,9,17,1,2,2,0.0,2.0,0.0,0.0
2017-01-23,,29,21,18,12,18,17,3,3,4,0.0,2.0,1.0,0.0
2017-01-24,,14,30,12,13,14,26,1,1,1,0.0,2.0,1.0,0.0
2017-01-25,,24,30,14,13,21,18,3,1,6,2.0,2.0,1.0,1.0
2017-01-26,,25,23,12,15,17,21,1,2,1,1.0,2.0,3.0,1.0
2017-01-27,,20,30,8,15,22,23,6,1,2,0.0,1.0,6.0,0.0
2017-01-28,,29,25,11,20,24,26,5,2,1,0.0,2.0,3.0,0.0
2017-01-29,,15,34,16,16,21,20,5,0,3,0.0,1.0,2.0,0.0
2017-01-30,,20,28,13,15,11,17,1,1,4,0.0,0.0,4.0,1.0
2017-01-31,,20,30,7,13,18,26,3,2,3,1.0,0.0,2.0,1.0
2017-02-01,,22,32,10,12,15,15,1,1,6,2.0,2.0,1.0,0.0
2017-02-02,,22,27,12,22,18,20,1,1,5,1.0,2.0,1.0,3.0
2017-02-03,,15,36,8,16,22,20,3,2,4,0.0,2.0,2.0,0.0
2017-02-04,,31,21,12,13,23,13,1,1,3,2.0,0.0,4.0,2.0
2017-02-05,,24,21,12,7,13,22,0,0,3,3.0,1.0,0.0,0.0
2017-02-06,,32,22,10,10,15,18,2,1,2,1.0,1.0,2.0,1.0
2017-02-07,,21,30,7,12,10,17,1,1,1,0.0,0.0,2.0,0.0
2017-02-08,,16,25,11,12,18,14,4,4,3,1.0,2.0,0.0,1.0
2017-02-09,,20,31,9,17,9,16,2,4,4,0.0,1.0,3.0,1.0
2017-02-10,,28,34,16,14,14,14,1,1,6,0.0,0.0,0.0,0.0
2017-02-11,,21,32,15,10,18,18,2,2,2,0.0,0.0,1.0,2.0
2017-02-12,,24,18,17,12,15,20,2,1,1,0.0,1.0,2.0,1.0
2017-02-13,,20,30,11,8,13,16,2,3,1,0.0,1.0,2.0,1.0
2017-02-14,,24,28,20,21,18,12,0,1,3,1.0,0.0,3.0,1.0
2017-02-15,,29,26,18,9,12,13,2,2,4,1.0,0.0,0.0,1.0
2017-02-16,,25,24,11,10,13,14,0,0,6,0.0,1.0,1.0,0.0
2017-02-17,,25,32,6,13,9,21,2,2,7,1.0,0.0,1.0,0.0
2017-02-18,,28,30,10,14,31,23,3,1,1,0.0,1.0,0.0,1.0
2017-02-19,,20,14,11,12,9,12,2,4,5,0.0,0.0,1.0,0.0
2017-02-20,,27,26,8,13,10,12,0,1,2,2.0,0.0,0.0,0.0
2017-02-21,,32,32,9,13,11,19,1,1,4,0.0,1.0,1.0,2.0
2017-02-22,,27,27,4,10,13,10,3,2,3,1.0,1.0,0.0,0.0
2017-02-23,,34,30,8,11,19,16,8,1,1,1.0,1.0,0.0,0.0
2017-02-24,,26,31,7,16,10,17,0,0,3,0.0,0.0,0.0,5.0
2017-02-25,,23,24,6,12,19,18,1,0,2,1.0,0.0,2.0,0.0
2017-02-26,,28,15,2,6,14,14,1,3,1,0.0,1.0,5.0,0.0
2017-02-27,,28,22,12,7,12,17,0,0,0,2.0,2.0,0.0,0.0
2017-02-28,,18,23,7,2,9,15,0,1,5,0.0,1.0,1.0,1.0
2017-03-01,,21,34,7,13,19,11,3,0,3,0.0,0.0,3.0,1.0
2017-03-02,,17,26,9,10,14,12,2,2,0,0.0,0.0,0.0,1.0
2017-03-03,,30,28,7,11,8,17,0,2,3,1.0,0.0,2.0,1.0
2017-03-04,,21,25,5,9,18,12,0,0,1,0.0,0.0,1.0,0.0
2017-03-05,,22,20,8,12,13,7,2,0,2,0.0,0.0,0.0,0.0
2017-03-06,,19,25,10,9,9,14,0,2,3,2.0,0.0,1.0,0.0
2017-03-07,,27,21,19,3,15,9,0,2,6,1.0,0.0,1.0,3.0
2017-03-08,,28,26,9,18,15,13,1,2,3,3.0,3.0,1.0,0.0
2017-03-09,,21,22,3,12,10,14,0,3,2,0.0,2.0,1.0,1.0
2017-03-10,,25,28,12,5,13,7,1,1,3,1.0,0.0,0.0,0.0
2017-03-11,,27,27,8,11,15,16,1,1,1,0.0,1.0,1.0,1.0
2017-03-12,,24,14,5,11,11,6,0,1,5,0.0,0.0,3.0,0.0
2017-03-13,,17,19,10,7,13,12,2,0,2,1.0,1.0,5.0,3.0
2017-03-14,,20,16,7,6,3,5,0,4,1,0.0,2.0,1.0,1.0
2017-03-15,,18,18,5,4,12,7,1,0,5,0.0,1.0,1.0,1.0
2017-03-16,,32,21,2,9,13,11,2,1,3,2.0,1.0,0.0,1.0
2017-03-17,,25,32,6,12,11,13,3,1,4,0.0,3.0,2.0,0.0
2017-03-18,,25,27,7,6,23,28,1,5,5,2.0,2.0,1.0,3.0
2017-03-19,,26,23,8,6,14,14,1,0,5,0.0,1.0,1.0,0.0
2017-03-20,,23,31,13,7,15,14,1,0,1,1.0,0.0,1.0,0.0
2017-03-21,,30,27,7,14,25,15,0,2,4,1.0,0.0,1.0,3.0
2017-03-22,,22,35,5,13,9,7,2,1,4,1.0,1.0,0.0,0.0
2017-03-23,,32,26,6,11,17,13,0,1,4,0.0,0.0,1.0,1.0
2017-03-24,,26,22,14,13,15,23,0,0,3,3.0,1.0,1.0,1.0
2017-03-25,,33,26,7,14,17,11,1,2,2,0.0,0.0,2.0,0.0
2017-03-26,,42,24,10,10,13,17,1,1,2,0.0,1.0,0.0,1.0
2017-03-27,,27,25,9,11,24,14,3,1,2,0.0,1.0,1.0,0.0
2017-03-28,,22,25,7,9,15,14,1,0,3,0.0,1.0,0.0,1.0
2017-03-29,,28,21,7,10,14,21,3,2,2,0.0,2.0,2.0,1.0
2017-03-30,,17,34,12,13,10,15,1,1,3,0.0,1.0,2.0,1.0
2017-03-31,,20,32,5,10,10,13,2,0,2,0.0,0.0,2.0,0.0
2017-04-01,,28,38,12,8,21,17,3,0,3,1.0,0.0,0.0,4.0
2017-04-02,,22,22,7,2,11,17,1,1,1,1.0,0.0,2.0,2.0
2017-04-03,,41,25,10,9,21,18,2,0,1,0.0,1.0,0.0,1.0
2017-04-04,,25,33,10,14,18,13,0,1,1,1.0,1.0,3.0,0.0
2017-04-05,,29,24,11,10,13,13,2,0,1,0.0,0.0,2.0,1.0
2017-04-06,,23,25,9,12,12,10,1,1,3,1.0,0.0,3.0,2.0
2017-04-07,,17,26,8,12,19,13,0,3,2,0.0,0.0,0.0,1.0
2017-04-08,,32,26,4,13,22,11,4,0,1,1.0,2.0,2.0,1.0
2017-04-09,,32,22,11,14,16,23,2,3,0,0.0,2.0,1.0,0.0
2017-04-10,,21,29,13,16,30,19,2,0,5,1.0,1.0,1.0,0.0
2017-04-11,,15,23,7,11,25,19,3,2,4,0.0,1.0,0.0,1.0
2017-04-12,,19,33,9,11,18,13,3,0,1,0.0,0.0,0.0,1.0
2017-04-13,,20,28,7,17,13,10,1,1,2,2.0,1.0,0.0,1.0
2017-04-14,,30,23,9,17,12,20,1,1,7,0.0,2.0,2.0,1.0
2017-04-15,,45,22,11,8,23,16,3,2,3,3.0,1.0,0.0,2.0
2017-04-16,,32,20,13,12,26,16,4,1,1,0.0,2.0,0.0,2.0
2017-04-17,,25,22,6,8,22,17,2,1,0,0.0,1.0,1.0,1.0
2017-04-18,,22,28,4,7,16,10,1,1,2,0.0,1.0,0.0,1.0
2017-04-19,,38,27,9,8,19,12,3,1,3,2.0,0.0,0.0,0.0
2017-04-20,,35,35,8,9,21,15,2,0,1,0.0,1.0,0.0,3.0
2017-04-21,,38,21,16,13,18,19,0,2,6,1.0,1.0,3.0,1.0
2017-04-22,,27,30,9,14,18,16,5,2,2,0.0,0.0,1.0,2.0
2017-04-23,,21,29,13,18,24,18,2,2,1,3.0,1.0,5.0,0.0
2017-04-24,,24,28,7,7,17,12,0,0,1,6.0,3.0,0.0,3.0
2017-04-25,,19,23,12,11,17,11,0,1,2,1.0,0.0,3.0,2.0
2017-04-26,,26,27,14,11,22,6,1,1,2,1.0,0.0,2.0,0.0
2017-04-27,,35,28,7,15,18,16,1,2,1,0.0,0.0,0.0,1.0
2017-04-28,,23,36,5,17,16,18,0,1,3,0.0,2.0,2.0,2.0
2017-04-29,,20,22,9,11,18,5,3,1,2,2.0,3.0,4.0,0.0
2017-04-30,,32,32,9,8,13,16,0,1,2,2.0,2.0,2.0,2.0
2017-05-01,,25,35,9,13,12,17,1,0,0,1.0,0.0,1.0,2.0
2017-05-02,,33,27,17,11,21,21,2,2,3,1.0,3.0,0.0,2.0
2017-05-03,,25,26,13,15,22,14,3,3,1,0.0,1.0,0.0,2.0
2017-05-04,,24,31,10,15,17,21,0,2,0,0.0,1.0,1.0,0.0
2017-05-05,,33,30,12,13,9,16,0,1,1,1.0,0.0,1.0,0.0
2017-05-06,,36,32,21,14,13,18,0,1,5,1.0,5.0,2.0,0.0
2017-05-07,,25,30,11,10,20,17,4,1,1,0.0,0.0,0.0,0.0
2017-05-08,,22,29,10,13,18,23,1,0,2,1.0,2.0,2.0,1.0
2017-05-09,,29,27,9,10,13,14,2,0,1,1.0,3.0,1.0,1.0
2017-05-10,,32,26,8,15,10,20,0,0,3,2.0,0.0,0.0,0.0
2017-05-11,,20,30,9,11,10,16,0,1,3,1.0,1.0,1.0,0.0
2017-05-12,,23,23,20,10,15,19,0,0,3,0.0,1.0,3.0,1.0
2017-05-13,,21,22,13,8,19,19,3,4,3,1.0,0.0,0.0,1.0
2017-05-14,,23,20,19,10,20,19,1,1,2,0.0,1.0,0.0,0.0
2017-05-15,,29,29,14,13,17,7,1,4,1,0.0,2.0,1.0,1.0
2017-05-16,,33,23,12,10,20,14,3,4,3,1.0,1.0,1.0,1.0
2017-05-17,,27,39,10,20,18,22,1,1,2,3.0,2.0,0.0,2.0
2017-05-18,,22,31,9,11,16,17,2,4,4,1.0,1.0,0.0,2.0
2017-05-19,,21,32,10,10,20,11,1,2,4,1.0,1.0,3.0,2.0
2017-05-20,,35,32,20,14,16,20,1,0,2,0.0,0.0,0.0,4.0
2017-05-21,,29,21,14,14,17,15,1,1,5,3.0,1.0,4.0,2.0
2017-05-22,,25,32,18,14,15,27,3,8,4,0.0,2.0,1.0,2.0
2017-05-23,,11,28,11,17,20,12,1,1,3,2.0,1.0,1.0,0.0
2017-05-24,,27,34,13,18,15,13,0,1,0,0.0,2.0,0.0,0.0
2017-05-25,,24,26,5,14,19,24,2,5,2,2.0,1.0,0.0,0.0
2017-05-26,,30,40,10,12,17,20,1,0,1,2.0,1.0,1.0,3.0
2017-05-27,,29,29,7,15,15,15,0,1,3,1.0,0.0,2.0,3.0
2017-05-28,,21,26,16,15,23,5,1,2,1,0.0,0.0,1.0,2.0
2017-05-29,,34,36,10,12,15,8,2,1,0,1.0,1.0,1.0,1.0
2017-05-30,,29,30,13,13,6,25,1,3,4,0.0,2.0,1.0,1.0
2017-05-31,,33,36,13,18,12,14,1,1,5,0.0,2.0,1.0,1.0
2017-06-01,,23,37,16,18,19,26,3,2,2,2.0,0.0,1.0,1.0
2017-06-02,,33,44,10,17,13,14,0,2,1,1.0,1.0,2.0,0.0
2017-06-03,,26,33,8,8,21,15,1,1,0,0.0,3.0,2.0,4.0
2017-06-04,,21,30,5,11,9,12,1,1,4,1.0,0.0,3.0,1.0
2017-06-05,,23,34,8,10,17,19,1,4,2,1.0,1.0,0.0,3.0
2017-06-06,,25,34,6,12,18,15,2,0,2,0.0,0.0,1.0,0.0
2017-06-07,,41,28,11,16,13,17,1,1,0,1.0,0.0,3.0,1.0
2017-06-08,,20,47,12,17,20,14,4,1,3,2.0,0.0,2.0,0.0
2017-06-09,,24,44,17,14,28,16,5,0,4,0.0,2.0,0.0,1.0
2017-06-10,,19,23,13,13,22,19,3,0,4,1.0,0.0,1.0,2.0
2017-06-11,,31,31,12,12,27,27,6,2,4,0.0,0.0,1.0,0.0
2017-06-12,,29,30,11,16,17,13,4,1,4,1.0,3.0,1.0,4.0
2017-06-13,,42,38,10,22,15,15,6,1,1,0.0,3.0,2.0,0.0
2017-06-14,,27,37,13,16,9,14,2,3,2,1.0,0.0,1.0,1.0
2017-06-15,,20,38,14,10,14,16,1,3,3,1.0,0.0,1.0,1.0
2017-06-16,,26,33,10,18,10,26,0,2,0,0.0,0.0,1.0,0.0
2017-06-17,,37,22,7,16,15,27,2,4,1,2.0,0.0,4.0,0.0
2017-06-18,,34,23,9,22,25,9,3,3,1,1.0,1.0,1.0,0.0
2017-06-19,,37,36,8,6,23,10,2,2,1,1.0,0.0,2.0,1.0
2017-06-20,,15,33,5,20,13,14,0,1,2,1.0,1.0,0.0,2.0
2017-06-21,,33,28,8,20,13,14,0,2,5,0.0,1.0,2.0,1.0
2017-06-22,,22,30,12,12,21,7,2,2,1,0.0,0.0,0.0,2.0
2017-06-23,,27,37,13,17,22,17,3,2,8,6.0,2.0,2.0,0.0
2017-06-24,,36,29,12,20,19,11,4,3,1,0.0,0.0,0.0,0.0
2017-06-25,,33,28,11,15,14,27,3,0,0,1.0,2.0,2.0,1.0
2017-06-26,,19,26,18,19,27,23,0,3,3,3.0,0.0,2.0,2.0
2017-06-27,,23,27,19,15,20,15,1,3,6,0.0,1.0,1.0,0.0
2017-06-28,,19,35,19,15,12,19,0,2,0,0.0,1.0,3.0,1.0
2017-06-29,,18,26,9,14,26,16,7,0,4,3.0,2.0,3.0,3.0
2017-06-30,,18,50,11,19,11,16,5,1,2,2.0,0.0,3.0,3.0
2017-07-01,,29,29,10,17,14,19,2,2,0,1.0,2.0,2.0,3.0
2017-07-02,,19,27,9,11,22,15,0,2,4,0.0,1.0,1.0,1.0
2017-07-03,,17,29,10,18,10,12,2,1,1,1.0,3.0,3.0,2.0
2017-07-04,,39,29,7,12,15,14,0,1,2,6.0,0.0,3.0,1.0
2017-07-05,,19,28,12,10,29,14,2,1,4,0.0,4.0,1.0,2.0
2017-07-06,,15,30,9,22,13,18,3,0,3,1.0,2.0,1.0,1.0
2017-07-07,,32,33,7,14,21,16,5,1,7,0.0,1.0,3.0,0.0
2017-07-08,,20,11,2,21,17,10,4,1,1,0.0,0.0,4.0,2.0
2017-07-09,,21,21,8,9,13,20,0,4,1,2.0,0.0,5.0,0.0
2017-07-10,,24,40,15,10,12,26,2,1,6,1.0,0.0,2.0,0.0
2017-07-11,,17,42,9,16,18,25,1,1,2,0.0,0.0,1.0,1.0
2017-07-12,,22,39,15,7,21,24,2,5,5,1.0,1.0,3.0,1.0
2017-07-13,,32,43,8,11,17,18,4,1,4,1.0,1.0,1.0,1.0
2017-07-14,,22,56,15,13,17,17,6,1,1,0.0,2.0,4.0,3.0
2017-07-15,,21,35,16,14,16,12,3,0,4,5.0,0.0,5.0,0.0
2017-07-16,,34,22,7,13,17,24,4,1,5,0.0,0.0,2.0,1.0
2017-07-17,,24,27,10,16,20,11,2,9,6,0.0,1.0,3.0,0.0
2017-07-18,,16,29,16,15,15,11,4,1,6,0.0,1.0,2.0,0.0
2017-07-19,,24,34,10,13,10,20,3,12,2,0.0,1.0,2.0,3.0
2017-07-20,,26,32,4,11,24,13,2,0,4,1.0,0.0,4.0,1.0
2017-07-21,,23,39,16,11,17,19,4,1,4,0.0,2.0,2.0,1.0
2017-07-22,,32,20,9,16,18,17,3,1,1,0.0,1.0,6.0,1.0
2017-07-23,,31,29,15,14,27,13,3,3,5,2.0,1.0,3.0,0.0
2017-07-24,,18,38,11,15,16,25,3,1,6,0.0,2.0,3.0,2.0
2017-07-25,,23,45,12,7,15,23,2,3,4,3.0,3.0,3.0,1.0
2017-07-26,,20,29,12,12,8,20,2,0,3,0.0,1.0,3.0,0.0
2017-07-27,,26,29,5,16,17,22,1,0,4,0.0,1.0,0.0,0.0
2017-07-28,,18,28,11,13,11,20,2,1,1,0.0,1.0,1.0,1.0
2017-07-29,,19,39,9,11,25,12,2,1,2,2.0,1.0,2.0,3.0
2017-07-30,,32,33,12,8,16,14,3,1,4,1.0,1.0,2.0,3.0
2017-07-31,,22,46,10,12,16,12,0,0,2,0.0,0.0,1.0,2.0
2017-08-01,,25,32,11,10,18,21,0,2,4,0.0,2.0,2.0,3.0
2017-08-02,,16,41,10,13,20,13,4,2,1,2.0,2.0,1.0,0.0
2017-08-03,,26,36,16,16,18,17,3,2,3,0.0,0.0,4.0,1.0
2017-08-04,,11,48,10,8,12,14,0,1,3,1.0,0.0,1.0,0.0
2017-08-05,,26,37,10,9,18,17,1,1,0,0.0,2.0,1.0,0.0
2017-08-06,,36,26,6,10,17,27,3,2,2,1.0,0.0,2.0,3.0
2017-08-07,,16,30,9,10,12,20,2,1,4,0.0,1.0,0.0,2.0
2017-08-08,,19,44,6,8,13,16,2,2,3,1.0,2.0,1.0,5.0
2017-08-09,,25,31,10,13,20,16,1,1,5,1.0,0.0,4.0,2.0
2017-08-10,,18,33,9,12,23,20,4,0,4,0.0,1.0,1.0,1.0
2017-08-11,,21,33,4,8,20,25,2,2,5,1.0,3.0,1.0,1.0
2017-08-12,,35,40,6,10,7,38,0,3,5,0.0,1.0,0.0,0.0
2017-08-13,,34,41,17,14,23,22,3,6,2,1.0,0.0,0.0,2.0
2017-08-14,,19,30,15,13,21,25,6,4,3,1.0,1.0,3.0,1.0
2017-08-15,,26,29,7,8,17,29,4,3,3,0.0,0.0,2.0,0.0
